code,country,direction,district,measure,month,netto,quantity,region,value
7318220001,DE,ИМ,4,1,09/2018,331,0,22000,"1283,18"
8479820000,FR,ИМ,4,ШТ,09/2018,310,2,22000,"35673,75"
8483109500,IT,ИМ,4,ШТ,09/2018,0,17,22000,"21004,57"
8519819509,CN,ИМ,4,ШТ,09/2018,0,336,22000,"1896,94"
8511400002,KZ,ЭК,4,ШТ,09/2018,0,15,22000,"113,62"
8708949909,BG,ЭК,4,1,09/2018,0,0,22000,"3585,23"
8544300001,CZ,ИМ,4,1,09/2018,0,0,22000,"65781,24"
9403208009,BY,ИМ,4,1,09/2018,190,0,22000,"664,21"
3917320009,GB,ИМ,4,1,09/2018,0,0,22000,"69,66"
8302300009,CN,ИМ,4,1,09/2018,0,0,22000,"37444,45"
8479908000,BY,ИМ,4,1,09/2018,9,0,22000,"597,7"
8511500008,SY,ЭК,4,ШТ,09/2018,785,50,22000,"2576,27"
9027500000,US,ИМ,4,ШТ,09/2018,0,10,22000,"7702,86"
3004500001,TJ,ЭК,4,1,09/2018,0,0,22000,"1570,43"
3401300000,BY,ИМ,4,1,09/2018,0,0,22000,"1262,13"
3902200000,KR,ИМ,4,1,09/2018,14400,0,22000,29808
4810921000,FI,ИМ,4,1,09/2018,282922,0,22000,"396836,82"
7318156100,DE,ИМ,4,1,09/2018,0,0,22000,"132,69"
8207506000,ZA,ИМ,4,1,09/2018,0,0,22000,"998,13"
8414900000,KG,ЭК,4,1,09/2018,1419,0,22000,"104698,2"
8426911009,IT,ИМ,4,ШТ,09/2018,24500,4,22000,"222714,29"
8431498009,CN,ИМ,4,1,09/2018,0,0,22000,"473,11"
9030331000,BY,ЭК,4,ШТ,09/2018,25,1,22000,"1114,29"
3907911000,KZ,ЭК,4,1,09/2018,420,0,22000,"1701,64"
4016100009,FR,ИМ,4,1,09/2018,4,0,22000,"1105,52"
4810923000,SI,ИМ,4,1,09/2018,90213,0,22000,"66312,42"
5806329000,CN,ИМ,4,1,09/2018,0,0,22000,"48956,19"
7318169900,MD,ЭК,4,1,09/2018,83,0,22000,"357,05"
8424100000,BY,ЭК,4,ШТ,09/2018,0,72,22000,"4407,62"
8536501101,PL,ИМ,4,1,09/2018,0,0,22000,"3198,38"
8512200009,GN,ЭК,4,ШТ,09/2018,0,72,22000,"1443,11"
9613900000,BY,ИМ,4,1,09/2018,0,0,22000,"18,11"
9025192000,MD,ЭК,4,ШТ,09/2018,0,12,22000,"41,54"
2713200000,UA,ЭК,4,1,09/2018,49500,0,22000,"18811,89"
3920491009,KZ,ЭК,4,1,09/2018,5823,0,22000,"15185,6"
8201900009,BY,ЭК,4,1,09/2018,0,0,22000,"1997,17"
8501310000,BG,ЭК,4,ШТ,09/2018,0,45,22000,"457,66"
8518210000,BY,ЭК,4,ШТ,09/2018,0,168,22000,"15311,42"
8523529009,FR,ЭК,4,ШТ,09/2018,0,12000,22000,"11975,72"
8547200009,CH,ИМ,4,1,09/2018,0,0,22000,"5435,36"
1704907100,UA,ЭК,4,1,09/2018,0,0,22000,"230,26"
3004320009,AB,ЭК,4,1,09/2018,0,0,22000,"1628,8"
3402209000,BY,ЭК,4,1,10/2018,0,0,22000,"2340291,41"
3208201000,GE,ЭК,4,1,10/2018,0,0,22000,"11948,33"
3814009000,KG,ЭК,4,1,10/2018,0,0,22000,"74,84"
3907500000,DE,ИМ,4,1,10/2018,18400,0,22000,"40170,28"
4801000000,BR,ЭК,4,1,10/2018,77201,0,22000,"56378,01"
7307991000,DE,ИМ,4,1,10/2018,0,0,22000,"59911,3"
7307998009,FI,ИМ,4,1,10/2018,94,0,22000,"5195,34"
7326909409,CN,ИМ,4,1,10/2018,0,0,22000,"28507,65"
8419500000,SI,ЭК,4,ШТ,10/2018,575,1,22000,"4494,06"
8708913509,UZ,ЭК,4,1,10/2018,0,0,22000,"152545,7"
2007993300,MD,ЭК,4,1,10/2018,0,0,22000,"785,26"
3904100009,BY,ЭК,4,1,10/2018,1374750,0,22000,"1341464,32"
3916909000,KZ,ЭК,4,1,10/2018,0,0,22000,"1853,65"
7307199000,CH,ИМ,4,1,10/2018,0,0,22000,"236,19"
7306308000,IT,ЭК,4,1,10/2018,74759,0,22000,"29964,52"
8412218008,TW,ИМ,4,ШТ,10/2018,0,4,22000,"30,83"
8481809907,PL,ИМ,4,1,10/2018,0,0,22000,"62299,59"
8439910000,FI,ИМ,4,1,10/2018,770,0,22000,"5997,69"
8511500001,BY,ЭК,4,ШТ,10/2018,1140,20,22000,"14292,23"
8528722001,BY,ЭК,4,ШТ,10/2018,0,59,22000,"11919,62"
8708405009,BY,ЭК,4,1,10/2018,0,0,22000,"22818,12"
8544300001,UA,ИМ,4,1,10/2018,0,0,22000,"26894,48"
9025192000,LT,ЭК,4,ШТ,10/2018,0,15,22000,"14,11"
9018908409,KZ,ЭК,4,ШТ,10/2018,0,9089,22000,"148792,63"
9025192000,KZ,ЭК,4,ШТ,10/2018,0,10,22000,"9,83"
3814009000,DE,ИМ,4,1,10/2018,0,0,22000,"26389,36"
3004900002,ES,ИМ,4,1,10/2018,0,0,22000,"468169,74"
4010190000,DE,ИМ,4,1,10/2018,0,0,22000,"432,62"
7220204100,IN,ИМ,4,1,10/2018,6611,0,22000,"26971,06"
8203100000,BY,ЭК,4,1,10/2018,163,0,22000,"1437,84"
8203200009,LT,ИМ,4,1,10/2018,0,0,22000,"2376,45"
7314190000,TR,ИМ,4,1,10/2018,0,0,22000,"47,01"
8414308105,JP,ИМ,4,ШТ,10/2018,0,240,22000,"14554,13"
8424890009,CN,ИМ,4,ШТ,10/2018,7396,200002,22000,"18641,93"
8481805990,PL,ИМ,4,1,10/2018,0,0,22000,"79821,78"
8477908000,DE,ИМ,4,1,10/2018,0,0,22000,"9448,54"
8607219009,LT,ЭК,4,1,10/2018,12000,0,22000,"24053,47"
8716395009,BY,ИМ,4,ШТ,10/2018,4000,1,22000,"9863,87"
9403901000,UZ,ЭК,4,1,10/2018,0,0,22000,"347,34"
3920910000,BE,ИМ,4,1,10/2018,0,0,22000,"178273,63"
3506910000,TR,ИМ,4,1,10/2018,0,0,22000,"14366,17"
3923900000,DE,ЭК,4,1,10/2018,12708,0,22000,"749,37"
3212900000,IT,ИМ,4,1,10/2018,0,0,22000,"12557,09"
7202291000,NO,ИМ,4,1,10/2018,61723,0,22000,"213463,68"
7318154900,DE,ИМ,4,1,10/2018,0,0,22000,"287,02"
7308909809,KZ,ЭК,4,1,10/2018,0,0,22000,"43458,96"
8207603000,IL,ИМ,4,1,10/2018,0,0,22000,"5097,54"
8483402900,FI,ИМ,4,ШТ,10/2018,510,2,22000,"954,56"
8504509500,JP,ИМ,4,ШТ,10/2018,240,24000,22000,"31352,07"
8704313100,UZ,ЭК,4,ШТ,10/2018,172730,86,22000,"686367,35"
9032108900,CH,ИМ,4,ШТ,10/2018,0,2,22000,"28,6"
8482500009,SK,ИМ,4,ШТ,10/2018,0,1800,22000,"13656,56"
8708309901,KZ,ЭК,4,1,10/2018,0,0,22000,"932,08"
8607211009,LT,ЭК,4,1,10/2018,0,0,22000,"2684,38"
9018501000,GE,ЭК,4,1,10/2018,21,0,22000,"4015,16"
3004900002,TM,ЭК,4,1,10/2018,3329,0,22000,"123168,75"
2812190000,JP,ЭК,4,1,10/2018,17120,0,22000,"336453,44"
3208909109,KZ,ЭК,4,1,10/2018,0,0,22000,"4944,45"
3824999601,BE,ИМ,4,1,10/2018,2600,0,22000,"4810,74"
7307291008,FR,ИМ,4,1,10/2018,0,0,22000,"200,11"
7013990000,BG,ЭК,4,ШТ,10/2018,0,24192,22000,"6224,2"
7326909807,LV,ЭК,4,1,10/2018,0,0,22000,"1242,27"
8481309108,BY,ЭК,4,1,10/2018,0,0,22000,"66497,57"
8708299009,UA,ЭК,4,1,10/2018,0,0,22000,"29706,38"
9018200000,KZ,ЭК,4,1,10/2018,0,0,22000,"10304,17"
9401908009,BY,ЭК,4,1,10/2018,372,0,22000,"1214,02"
2847000000,UZ,ЭК,4,КГ H2O2,10/2018,190736,0,22000,"126148,9"
7009910000,AM,ЭК,4,1,10/2018,567,0,22000,"1056,77"
7320903000,SK,ИМ,4,1,10/2018,58,0,22000,"1411,22"
2009905908,AM,ЭК,4,1,10/2018,0,0,22000,"1499,62"
3305900009,EE,ЭК,4,1,10/2018,0,0,22000,"348,97"
4420101900,FI,ЭК,4,1,10/2018,196,0,22000,"11116,63"
7306304909,BY,ЭК,4,1,10/2018,28616,0,22000,"17557,93"
7315900000,FR,ИМ,4,1,10/2018,25,0,22000,"1966,16"
7320208108,BY,ЭК,4,1,10/2018,0,0,22000,"695,38"
7615108009,CN,ИМ,4,1,10/2018,16086,0,22000,"87893,11"
8422909000,IT,ИМ,4,1,10/2018,0,0,22000,"6762,5"
8481805100,IT,ИМ,4,1,10/2018,0,0,22000,"341,79"
8481807399,IN,ЭК,4,1,10/2018,0,0,22000,4200
8516108000,IT,ИМ,4,ШТ,10/2018,8,5,22000,"823,02"
8704213100,CU,ЭК,4,ШТ,10/2018,0,100,22000,"1221259,94"
2915110000,CN,ИМ,4,1,10/2018,68400,0,22000,56100
2836400000,KR,ИМ,4,1,10/2018,400,0,22000,376
3902909000,FR,ИМ,4,1,11/2018,100,0,22000,"633,19"
6115290000,BY,ИМ,4,ШТ,11/2018,0,12879,22000,"24708,4"
7212600000,JP,ИМ,4,1,11/2018,8942,0,22000,"36145,78"
7307939100,UZ,ЭК,4,1,11/2018,1644,0,22000,"11294,79"
8414592000,SE,ИМ,4,ШТ,11/2018,4,3,22000,"1358,59"
8207709000,DE,ИМ,4,1,11/2018,0,0,22000,"17,86"
8536501907,AZ,ЭК,4,1,11/2018,0,0,22000,"171,75"
9032890000,RS,ЭК,4,ШТ,11/2018,0,1,22000,"397,17"
9401400000,DE,ЭК,4,ШТ,11/2018,97576,892,22000,"168763,73"
9401710009,BD,ЭК,4,ШТ,11/2018,18,6,22000,238
3102109000,UA,ЭК,4,КГ N,11/2018,0,0,22000,"52,08"
3401300000,KG,ЭК,4,1,11/2018,0,0,22000,"1181,91"
7013499900,BY,ЭК,4,ШТ,11/2018,0,32928,22000,"29977,15"
8301600009,DE,ИМ,4,1,11/2018,0,0,22000,"15470,78"
8518210000,CN,ИМ,4,ШТ,11/2018,0,6300,22000,"2734,38"
8544300007,TR,ЭК,4,1,11/2018,0,0,22000,"1629,33"
8708939009,CZ,ЭК,4,1,11/2018,0,0,22000,"524,11"
2009501001,BY,ЭК,4,1,11/2018,0,0,22000,"5819,22"
2910300000,DE,ИМ,4,1,11/2018,45900,0,22000,"81495,64"
3208201000,KG,ЭК,4,1,11/2018,0,0,22000,"2395,14"
4016930001,PT,ИМ,4,1,11/2018,0,0,22000,"4282,3"
8203100000,BY,ЭК,4,1,11/2018,177,0,22000,"1366,63"
8512400001,HU,ИМ,4,ШТ,11/2018,0,4032,22000,"90545,41"
9032102000,IT,ИМ,4,ШТ,11/2018,0,7,22000,"3912,08"
9403609009,KZ,ЭК,4,ШТ,11/2018,0,34,22000,"7059,48"
9612200000,CN,ИМ,4,ШТ,11/2018,0,50,22000,"71,46"
9031803800,PH,ЭК,4,ШТ,11/2018,0,1,22000,"493,42"
3907919000,BY,ЭК,4,1,11/2018,277,0,22000,"1439,09"
4009320000,EG,ЭК,4,1,11/2018,0,0,22000,"1536,18"
4014900000,UA,ЭК,4,1,11/2018,0,0,22000,"816,17"
6116102000,MD,ЭК,4,ПАР,11/2018,0,5550,22000,"804,99"
7419910000,KZ,ЭК,4,1,11/2018,0,0,22000,"42,85"
7326909409,CH,ИМ,4,1,11/2018,0,0,22000,"501,94"
8302420000,SI,ИМ,4,1,11/2018,0,0,22000,"44703,31"
8481900000,IT,ИМ,4,1,11/2018,7800,0,22000,"94163,51"
8509800000,BY,ИМ,4,ШТ,11/2018,0,55,22000,"577,91"
8511900002,UA,ИМ,4,1,11/2018,0,0,22000,"4471,97"
9030100000,BY,ЭК,4,ШТ,11/2018,12070,223,22000,"3815790,63"
1517109000,RS,ЭК,4,1,11/2018,79420,0,22000,"67360,34"
2008199900,LV,ЭК,4,1,11/2018,1167,0,22000,"2580,19"
2916120000,NL,ЭК,4,1,11/2018,1150140,0,22000,"1342899,32"
2710199800,BY,ИМ,4,1,11/2018,22090,0,22000,"11492,6"
3923501000,IL,ЭК,4,1,11/2018,1350,0,22000,"9416,12"
7307998009,IT,ИМ,4,1,11/2018,0,0,22000,"1203,54"
7608208907,RO,ИМ,4,1,11/2018,0,0,22000,"6578,7"
8412212009,BG,ЭК,4,ШТ,11/2018,0,25,22000,"187,46"
8481100500,BY,ЭК,4,1,11/2018,0,0,22000,"76,99"
8536501907,MD,ЭК,4,1,11/2018,0,0,22000,"98,34"
8536490000,BY,ИМ,4,1,11/2018,0,0,22000,"23913,99"
9401903000,LT,ЭК,4,1,11/2018,37100,0,22000,"23972,5"
3403990000,BD,ЭК,4,1,11/2018,370,0,22000,"4558,38"
3926909200,IT,ИМ,4,1,11/2018,0,0,22000,"70752,51"
6104299000,BY,ИМ,4,ШТ,11/2018,0,35,22000,"690,69"
4910000000,BY,ИМ,4,1,11/2018,0,0,22000,"362,17"
7009910000,UA,ЭК,4,1,11/2018,17238,0,22000,"8751,18"
8302100000,BY,ЭК,4,1,11/2018,0,0,22000,"364,32"
8516605000,CN,ИМ,4,ШТ,11/2018,0,7218,22000,"24122,35"
8536419000,AZ,ЭК,4,1,11/2018,4,0,22000,"98,51"
8544300007,CH,ИМ,4,1,11/2018,0,0,22000,"6665,45"
9028301900,BY,ЭК,4,ШТ,11/2018,0,5,22000,"933,92"
2905310000,UA,ЭК,4,1,11/2018,520880,0,22000,"483273,58"
3006500000,MD,ЭК,4,1,11/2018,0,0,22000,"48,83"
2008977400,PL,ИМ,4,1,11/2018,120,0,22000,"206,66"
2104100000,AZ,ЭК,4,1,11/2018,0,0,22000,"51216,4"
4016995709,MD,ЭК,4,1,11/2018,0,0,22000,"108,29"
6305900000,AM,ЭК,4,1,11/2018,0,0,22000,"15016,28"
8301200009,CZ,ЭК,4,1,11/2018,0,0,22000,"119,15"
7323990000,CN,ИМ,4,1,11/2018,24345,0,22000,"34141,99"
8421392009,AM,ЭК,4,ШТ,11/2018,0,160,22000,"226,5"
8421210009,IL,ИМ,4,ШТ,11/2018,0,13,22000,"14098,58"
8455210009,KZ,ЭК,4,ШТ,11/2018,0,552,22000,"93014,54"
8483308007,CN,ИМ,4,ШТ,11/2018,0,1597,22000,"7290,55"
8516808000,IT,ИМ,4,ШТ,11/2018,0,9,22000,"694,7"
8516802009,RS,ИМ,4,ШТ,11/2018,2314,28350,22000,"116835,42"
9025900008,MD,ЭК,4,1,11/2018,2,0,22000,"59,68"
3301294100,MD,ЭК,4,1,11/2018,0,0,22000,"100,4"
4407129100,GE,ЭК,4,М3,11/2018,4800,0,22000,"628,22"
4009220009,IT,ИМ,4,1,11/2018,0,0,22000,"313,4"
6104630000,KZ,ЭК,4,ШТ,11/2018,0,20,22000,"243,95"
7304499309,UZ,ЭК,4,1,11/2018,5,0,22000,"318,18"
7223001909,IT,ИМ,4,1,11/2018,3013,0,22000,"14113,03"
7318151000,IT,ИМ,4,1,11/2018,303,0,22000,"6376,18"
7419999000,LT,ЭК,4,1,11/2018,0,0,22000,"4,67"
8412218008,LT,ЭК,4,ШТ,11/2018,0,30,22000,"279,74"
8207506000,BY,ИМ,4,1,11/2018,11,0,22000,"152,39"
8481309908,IT,ИМ,4,1,11/2018,0,0,22000,"3795,17"
8537109100,RO,ИМ,4,1,11/2018,0,0,22000,"94883,12"
1905329900,KZ,ЭК,4,1,11/2018,252,0,22000,273
1806310000,AM,ЭК,4,1,11/2018,6132,0,22000,"7940,82"
3301291100,AB,ЭК,4,1,12/2018,0,0,22000,"21,46"
3916200000,BY,ИМ,4,1,12/2018,0,0,22000,"317,87"
4016999708,CH,ИМ,4,1,12/2018,0,0,22000,"409,73"
7010906700,UA,ЭК,4,ШТ,12/2018,0,2040,22000,"673,44"
7020003000,DE,ИМ,4,1,12/2018,0,0,22000,"3062,94"
7307291008,DE,ИМ,4,1,12/2018,0,0,22000,"2960,42"
7411109000,KZ,ЭК,4,1,12/2018,0,0,22000,"71,66"
7320208508,BY,ЭК,4,1,12/2018,0,0,22000,"135,52"
8421396000,UA,ЭК,4,ШТ,12/2018,0,6,22000,"48,49"
8418690008,KR,ИМ,4,1,12/2018,15650,0,22000,"242087,52"
8403109000,PL,ИМ,4,ШТ,12/2018,263,1,22000,"1798,35"
8483303809,AZ,ЭК,4,ШТ,12/2018,0,316,22000,"173,95"
8481809907,SY,ЭК,4,1,12/2018,0,0,22000,"581,24"
8426911009,JP,ИМ,4,ШТ,12/2018,13780,6,22000,"129633,8"
8484200000,BY,ИМ,4,ШТ,12/2018,6,4,22000,"210,14"
8708709909,TR,ЭК,4,1,12/2018,0,0,22000,"41,57"
2008207900,TH,ИМ,4,1,12/2018,0,0,22000,"33554,81"
2835299000,DE,ИМ,4,1,12/2018,3000,0,22000,15558
3909509000,US,ИМ,4,1,12/2018,0,0,22000,"6015,32"
3206190000,IT,ИМ,4,1,12/2018,17200,0,22000,"66028,86"
4010320000,UA,ЭК,4,1,12/2018,0,0,22000,"369,13"
1905401000,KZ,ЭК,4,1,07/2018,0,0,22000,"58,53"
7222202100,GB,ИМ,4,1,09/2018,399,0,22000,"3138,36"
9026108900,IT,ИМ,4,ШТ,11/2018,0,33,22000,"637,93"
6204530000,US,ЭК,4,ШТ,12/2018,0,1,22000,35
6307909800,CN,ИМ,4,1,12/2018,0,0,22000,"88617,01"
7013379900,DE,ЭК,4,ШТ,12/2018,0,194664,22000,"73489,89"
7616999008,CN,ИМ,4,1,12/2018,0,0,22000,"43570,19"
7326909409,BY,ИМ,4,1,12/2018,0,0,22000,"989,23"
8201900009,CN,ИМ,4,1,12/2018,0,0,22000,"24790,67"
7312109809,DE,ИМ,4,1,12/2018,105,0,22000,"588,92"
8481806100,UZ,ЭК,4,1,12/2018,18771,0,22000,"26714,72"
8444009000,IT,ИМ,4,ШТ,12/2018,22,4,22000,"4292,36"
8512400009,MX,ИМ,4,ШТ,12/2018,0,2,22000,"14,55"
8708939009,EE,ЭК,4,1,12/2018,0,0,22000,"3150,08"
9405102109,BY,ЭК,4,1,12/2018,0,0,22000,"60,21"
3005903100,KZ,ЭК,4,1,12/2018,0,0,22000,"25609,11"
3304990000,AM,ЭК,4,1,12/2018,0,0,22000,"35892,67"
3307200000,BY,ЭК,4,1,12/2018,0,0,22000,"312355,73"
3919108000,FR,ИМ,4,1,12/2018,0,0,22000,"23345,97"
4011201000,AZ,ЭК,4,ШТ,12/2018,16848,1296,22000,"43605,02"
4009410000,DE,ИМ,4,1,12/2018,0,0,22000,"1334,83"
7219221009,TW,ИМ,4,1,12/2018,19392,0,22000,"41066,04"
8302100000,CN,ИМ,4,1,12/2018,0,0,22000,"182323,4"
8414900000,FR,ИМ,4,1,12/2018,0,0,22000,"10068,32"
8479899708,CZ,ИМ,4,ШТ,12/2018,130,1,22000,"8937,44"
8467119000,CN,ИМ,4,ШТ,12/2018,0,41,22000,10226
8504408200,CN,ИМ,4,ШТ,12/2018,0,64,22000,2730
8536490000,CH,ИМ,4,1,12/2018,0,0,22000,"53,65"
8504403009,KZ,ЭК,4,ШТ,12/2018,2,1,22000,"404,65"
8708803509,UA,ЭК,4,1,12/2018,0,0,22000,"2242,04"
9002900009,DE,ИМ,4,1,12/2018,0,0,22000,"7752,57"
9018311001,MD,ЭК,4,ШТ,12/2018,0,4000,22000,"257,39"
9401610000,KG,ЭК,4,ШТ,12/2018,0,391,22000,"37229,16"
9026202000,SY,ЭК,4,ШТ,12/2018,0,40,22000,"2404,3"
3004320009,TJ,ЭК,4,1,12/2018,0,0,22000,"1366,13"
3926909709,PH,ИМ,4,1,12/2018,0,0,22000,"1379,64"
6114200000,BY,ИМ,4,1,12/2018,0,0,22000,"139,87"
6307909800,KG,ЭК,4,1,12/2018,0,0,22000,"1114,95"
7205290000,PL,ЭК,4,1,12/2018,1000,0,22000,"8676,08"
8481809907,AZ,ЭК,4,1,12/2018,0,0,22000,"50,14"
8471490000,BY,ЭК,4,ШТ,12/2018,0,3,22000,"43409,18"
8471606000,BY,ЭК,4,ШТ,12/2018,0,1,22000,"26,34"
8484900000,KZ,ЭК,4,1,12/2018,0,0,22000,"3195,42"
8536490000,DE,ИМ,4,1,12/2018,0,0,22000,"1940,2"
8708923509,CZ,ИМ,4,1,12/2018,0,0,22000,"1379,61"
2909440000,DE,ИМ,4,1,12/2018,400,0,22000,"1910,23"
4811900000,BY,ЭК,4,1,12/2018,0,0,22000,"256729,54"
7009100009,PL,ЭК,4,ШТ,12/2018,0,5,22000,"145,3"
7318157009,JP,ИМ,4,1,12/2018,0,0,22000,"848,47"
8511500008,TJ,ЭК,4,ШТ,12/2018,0,43,22000,"61,17"
8708301000,KZ,ЭК,4,1,12/2018,0,0,22000,"18,12"
8544700000,JP,ИМ,4,1,12/2018,0,0,22000,"102,9"
2930200000,FR,ИМ,4,1,12/2018,1500,0,22000,"13101,98"
2707509000,BY,ИМ,4,1,12/2018,61950,0,22000,"49372,05"
3919900000,BY,ЭК,4,1,12/2018,0,0,22000,"8523,55"
3814001000,BY,ЭК,4,1,12/2018,299,0,22000,"291,44"
4010310000,TR,ЭК,4,1,12/2018,0,0,22000,"329,1"
7002390000,DE,ИМ,4,1,12/2018,50157,0,22000,"96788,51"
7320208108,BY,ИМ,4,1,12/2018,0,0,22000,"179,51"
7326909409,TR,ЭК,4,1,12/2018,0,0,22000,"203,07"
8205700000,KZ,ЭК,4,1,12/2018,100,0,22000,"439,56"
7318220009,EE,ЭК,4,1,12/2018,0,0,22000,"2,38"
8466940000,FR,ИМ,4,1,12/2018,0,0,22000,"117,58"
8483608000,BA,ЭК,4,ШТ,12/2018,0,18,22000,"1029,84"
8462109000,DE,ИМ,4,ШТ,12/2018,0,2,22000,"276,41"
9032108900,IT,ИМ,4,ШТ,12/2018,0,18,22000,"151,42"
1806321000,CH,ИМ,4,1,12/2018,0,0,22000,"12166,94"
3402209000,BY,ИМ,4,1,12/2018,3976,0,22000,"7644,85"
8302300001,JP,ИМ,4,1,12/2018,0,0,22000,"15362,03"
8419901500,KG,ЭК,4,1,12/2018,0,0,22000,"101,8"
8708509109,GE,ЭК,4,1,12/2018,0,0,22000,"211,83"
9001504100,CN,ИМ,4,ШТ,12/2018,0,8425,22000,"7638,44"
3006109000,GE,ЭК,4,1,12/2018,0,0,22000,"7652,16"
3919900000,BE,ИМ,4,1,12/2018,0,0,22000,"9955,08"
3824999609,KR,ИМ,4,1,12/2018,16000,0,22000,56860
4808900000,KZ,ЭК,4,1,12/2018,0,0,22000,"163,4"
4010320000,KZ,ЭК,4,1,12/2018,0,0,22000,"2738,84"
6813890009,KZ,ЭК,4,1,12/2018,0,0,22000,"678,54"
7215100000,IT,ИМ,4,1,12/2018,9387,0,22000,"12447,44"
7321890000,LT,ИМ,4,ШТ,12/2018,948,24,22000,"3130,97"
8422909000,NL,ИМ,4,1,12/2018,0,0,22000,"2378,32"
8311100009,DE,ИМ,4,1,12/2018,0,0,22000,"69,86"
8481805990,UA,ЭК,4,1,12/2018,92,0,22000,"436,87"
8481309908,IT,ИМ,4,1,12/2018,0,0,22000,"492,86"
1704905500,UA,ЭК,4,1,12/2018,0,0,22000,"1018,82"
3004500001,GE,ЭК,4,1,12/2018,0,0,22000,"1624,4"
7307991000,BY,ЭК,4,1,01/2018,8,0,88000,"531,78"
7307991000,AU,ИМ,4,1,01/2018,0,0,88000,"176,69"
4804315800,RS,ЭК,4,1,01/2018,42139,0,88000,"33638,73"
9403208009,KZ,ЭК,4,1,02/2018,0,0,88000,"59419,02"
1806901100,KZ,ИМ,4,1,02/2018,0,0,88000,"1985,43"
8418690008,HR,ИМ,4,1,02/2018,74,0,88000,"2271,9"
8301600009,BY,ЭК,4,1,02/2018,0,0,88000,"636,03"
7326909807,KZ,ЭК,4,1,02/2018,0,0,88000,"273,13"
7320208108,BY,ЭК,4,1,02/2018,36,0,88000,"151,21"
4804111100,BY,ЭК,4,1,02/2018,19768,0,88000,"10577,32"
8205700000,LT,ЭК,4,1,03/2018,0,0,88000,"285,91"
9025198009,BY,ЭК,4,ШТ,03/2018,0,2,88000,"120,04"
8536901000,BY,ЭК,4,1,03/2018,0,0,88000,"23737,82"
8438101000,BY,ЭК,4,ШТ,03/2018,78,1,88000,"581,15"
4202921100,BY,ИМ,4,ШТ,03/2018,0,100,88000,"60,3"
8418509001,GE,ЭК,4,ШТ,03/2018,636,3,88000,"2553,33"
8301409000,IT,ИМ,4,1,03/2018,0,0,88000,"1226,8"
1806321000,KZ,ИМ,4,1,03/2018,0,0,88000,"2357,58"
8501101009,UA,ЭК,4,ШТ,04/2018,0,1,88000,"69,61"
3808942000,KG,ЭК,4,1,04/2018,405,0,88000,"1484,32"
7320109000,BY,ИМ,4,1,04/2018,302,0,88000,"53,99"
3004900002,LV,ЭК,4,1,04/2018,1056,0,88000,"14923,32"
5903109009,BY,ЭК,4,М2,04/2018,10353,0,88000,"31899,05"
8413400000,BY,ЭК,4,ШТ,04/2018,370,1,88000,"1797,85"
6804100000,CN,ИМ,4,1,04/2018,5,0,88000,"33,03"
8215991000,KZ,ЭК,4,1,04/2018,0,0,88000,"144,73"
8418402008,MD,ЭК,4,ШТ,04/2018,58,1,88000,"372,44"
4804315800,AZ,ЭК,4,1,04/2018,80231,0,88000,"65323,17"
9403903000,BY,ЭК,4,1,05/2018,0,0,88000,"64,03"
9403208009,KG,ЭК,4,1,05/2018,0,0,88000,"7041,46"
8422190000,KG,ЭК,4,ШТ,05/2018,50,1,88000,"1088,73"
8302490009,IT,ИМ,4,1,05/2018,0,0,88000,"2896,33"
7226920000,FR,ИМ,4,1,05/2018,0,0,88000,"113132,03"
7307298009,KR,ИМ,4,1,05/2018,0,0,88000,"19,58"
4823908597,BY,ИМ,4,1,05/2018,0,0,88000,"4,54"
3917390008,DE,ИМ,4,1,05/2018,2065,0,88000,"14339,07"
8438500000,KG,ЭК,4,ШТ,05/2018,84,2,88000,"891,6"
9603210000,BY,ИМ,4,ШТ,06/2018,10,400,88000,"255,89"
8416900000,IT,ИМ,4,1,06/2018,0,0,88000,"32171,74"
4202119000,KZ,ЭК,4,ШТ,06/2018,10,2,88000,"123,81"
8422190000,KG,ЭК,4,ШТ,06/2018,56,1,88000,"991,98"
9619007509,BY,ИМ,4,1,07/2018,0,0,88000,"28,35"
3907919000,KZ,ЭК,4,1,07/2018,25,0,88000,"144,63"
3917390008,GB,ИМ,4,1,07/2018,0,0,88000,"1887,54"
3306100000,BY,ИМ,4,1,07/2018,0,0,88000,"1541,12"
8468100000,KZ,ЭК,4,ШТ,07/2018,0,13,88000,"446,57"
3004100005,BY,ИМ,4,1,07/2018,10,0,88000,"401,4"
7314390000,KZ,ЭК,4,1,08/2018,0,0,88000,190
8514101000,BY,ЭК,4,ШТ,08/2018,370,1,88000,"551,89"
9032102000,BY,ИМ,4,ШТ,08/2018,0,2,88000,"231,22"
4016930005,KZ,ЭК,4,1,08/2018,0,0,88000,"150,04"
8438101000,KZ,ЭК,4,ШТ,08/2018,1629,11,88000,"13450,5"
8536693000,MY,ИМ,4,1,09/2018,0,0,88000,"64,12"
4804111100,UG,ЭК,4,1,09/2018,72101,0,88000,"39965,68"
8523495900,US,ИМ,4,ШТ,09/2018,0,2,88000,"6703,72"
3923299000,BY,ИМ,4,1,09/2018,0,0,88000,"352,68"
8471900000,GB,ИМ,4,ШТ,09/2018,0,2,88000,"975,45"
8301401100,BG,ЭК,4,1,09/2018,181,0,88000,"1168,24"
4804315800,IR,ЭК,4,1,10/2018,200416,0,88000,"154417,66"
